"experiment","condition","variance_level","n","mean_z","se_z","mean_r","ci_low_r","ci_high_r"
"exp4","average","3",51,1.17352471899902,0.0347220528820556,0.825398830523468,0.802455087889144,0.845905601530603
"exp4","average","5",51,1.05869473217283,0.0347026607982035,0.785163778318883,0.757651070826324,0.809890928621256
"exp4","average","7",51,0.88879349069727,0.0375432696879942,0.710797302373069,0.672453610936663,0.745335835892614
"exp4","experience","3",50,1.20157080406607,0.0367851120054208,0.834133106669724,0.810838472588718,0.854789118824055
"exp4","experience","5",50,1.03984348178945,0.0350311487805133,0.777826251550924,0.749223436482938,0.803533132369251
"exp4","experience","7",50,0.897884850296022,0.0343888029257432,0.715266405876831,0.680735159727316,0.746625836294845
