"experiment","contrast","estimate","SE","df","t.ratio","p.value"
"exp4","X3 - X5",-0.0239558155929164,0.010775231221596,97,-2.2232298407577,0.072307152786314
"exp4","X3 - X7",-0.0185269690274757,0.00999612852556848,97,-1.85341444741199,0.157959464193095
"exp4","X5 - X7",0.00542884656544063,0.0116280235479752,97,0.466876124135985,0.886946794343155
