"experiment","condition","term","b","SE","df","t","p"
"exp4","experience","(Intercept)",24.277879022326,0.288616049385139,49.0494507694178,84.118257020173,1.07103031330869e-54
"exp4","experience","meanVal_c",0.971571031869761,0.0199365435502126,144.287518903272,48.7331733017181,1.69467430035995e-91
"exp4","experience","variance_level1",-0.567448548060847,0.072968958333561,10334.3295219227,-7.77657460131039,8.16156641634604e-15
"exp4","experience","variance_level2",-0.0192687061968182,0.0728871580582947,10364.7796647621,-0.264363527267824,0.7915050693528
"exp4","experience","meanVal_c:variance_level1",0.123158345617755,0.029223747370783,89.5100697605913,4.21432419515387,5.96808899651109e-05
"exp4","experience","meanVal_c:variance_level2",-0.00629851185997594,0.0271240246870348,106.725408523155,-0.232211551664994,0.816818399067817
"exp4","average","(Intercept)",23.7704807264664,0.328575102245908,49.9841341920023,72.3441324798748,2.92301371178297e-52
"exp4","average","meanVal_c",0.921595556785752,0.0187639592356638,149.177431831046,49.1151971292988,5.32075068476394e-94
"exp4","average","variance_level1",-0.40667507928068,0.0691471314040626,10460.8691889274,-5.88130080052441,4.19519127401575e-09
"exp4","average","variance_level2",0.119912783764604,0.0689011077810998,10454.3894102816,1.74036075218949,0.0818251161437291
"exp4","average","meanVal_c:variance_level1",0.152047915316975,0.0271943434437185,94.7361837612071,5.59115963331322,2.16875913332958e-07
"exp4","average","meanVal_c:variance_level2",-0.00779193666485845,0.0261364542244922,103.299713409028,-0.298125239098298,0.766206390896565
